athlete_id,event,meet_year,result,position,points
1424,Shot Put,1997,66.78,17,5
1122,Discus,1997,55.13,24,2
1576,1500m,1997,58.42,5,9
1663,1500m,1997,222.55,4,9
1600,100m,1997,107.15,14,6
1593,1500m,1997,161.92,9,7
1548,Javelin,1997,44.49,16,5
1196,Shot Put,1997,36.49,2,10
1278,Shot Put,1997,60.37,6,8
1843,Long Jump,1997,12.28,25,2
1568,200m,1997,269.34,22,3
1260,200m,1997,76.24,17,5
1272,100m,1997,22.77,28,1
1512,100m,1997,80.92,16,5
1300,Long Jump,1997,27.73,5,9
1660,400m,1997,280.04,28,1
1805,100m,1997,170.33,30,0
1292,High Jump,1997,16.88,8,8
1551,High Jump,1997,64.24,11,7
1849,1500m,1997,249.54,19,4
1769,Long Jump,1997,9.68,22,3
1926,100m,1997,62.01,26,2
1155,Discus,1997,68.73,13,6
1191,200m,1997,264.33,28,1
1826,1500m,1997,234.32,10,7
1570,Long Jump,1997,7.42,15,5
1756,100m,1997,116.99,10,7
1932,Javelin,1997,55.24,24,2
2000,Javelin,1997,18.12,12,6
1671,Javelin,1997,68.07,25,2
1006,800m,1997,222.41,18,4
1939,800m,1997,53.66,30,0
1734,High Jump,1997,3.14,18,4
1130,Long Jump,1997,45.06,23,3
1815,100m,1997,285.79,1,10
1447,High Jump,1997,59.66,24,2
1630,High Jump,1998,48.3,6,8
1213,Long Jump,1998,16.21,6,8
1421,1500m,1998,91.16,29,1
1488,400m,1998,20.05,20,4
1860,Javelin,1998,18.34,10,7
2008,Shot Put,1998,29.72,18,4
1123,Shot Put,1998,5.68,9,7
1292,High Jump,1998,10.9,7,8
1574,Discus,1998,18.57,26,2
1191,Discus,1998,55.95,13,6
1090,Long Jump,1998,34.36,26,2
1475,Shot Put,1998,25.07,19,4
1846,Discus,1998,23.53,9,7
1763,400m,1998,17.56,20,4
1939,800m,1998,18.5,26,2
1174,1500m,1998,26.99,16,5
1196,Discus,1998,25.98,19,4
2036,800m,1998,292.45,4,9
1274,800m,1998,200.49,9,7
1808,Discus,1998,57.42,30,0
1154,100m,1998,231.57,8,8
1128,Javelin,1998,59.49,26,2
1891,High Jump,1998,25.8,27,1
1268,400m,1998,61.07,19,4
1485,Long Jump,1998,56.73,23,3
1598,Long Jump,1998,64.11,1,10
1535,Long Jump,1998,66.41,19,4
1646,400m,1998,173.3,7,8
1805,Shot Put,1998,38.64,6,8
1669,Shot Put,1998,4.1,2,10
1652,800m,1998,184.48,1,10
1928,Discus,1998,34.24,11,7
1557,Javelin,1998,15.3,5,9
1479,Long Jump,1998,50.61,30,0
1153,Long Jump,1998,5.58,5,9
1416,Javelin,1998,49.77,5,9
1279,200m,1998,255.48,28,1
1224,Long Jump,1998,67.3,12,6
1319,High Jump,1998,41.64,11,7
1217,1500m,1998,103.55,6,8
1337,High Jump,1998,55.74,16,5
1921,Long Jump,1998,13.43,18,4
1955,Javelin,1998,55.41,8,8
1644,Javelin,1998,57.29,13,6
1833,1500m,1998,222.86,10,7
1248,400m,1998,61.54,1,10
1734,Javelin,1998,28.32,25,2
1426,Javelin,1998,3.72,20,4
1926,Long Jump,1998,64.59,20,4
1632,800m,1998,195.5,4,9
1949,Shot Put,1998,11.13,24,2
1543,200m,1998,79.02,11,7
1246,400m,1998,194.49,3,9
1186,Long Jump,1998,32.09,9,7
1323,800m,1998,82.37,3,9
1624,Long Jump,1998,19.08,4,9
1083,100m,1998,23.96,15,5
1441,High Jump,1998,67.88,29,1
1672,High Jump,1998,35.28,13,6
1304,Long Jump,1998,38.9,4,9
1187,Shot Put,1998,55.53,19,4
1509,800m,1998,57.17,3,9
1729,100m,1998,95.52,11,7
1812,1500m,1998,285.98,3,9
1101,Long Jump,1998,13.15,13,6
1613,400m,1998,222.28,18,4
1533,200m,1998,108.01,20,4
1357,Shot Put,1998,49.76,14,6
1064,400m,1998,186.12,14,6
1829,400m,1998,25.53,11,7
1927,800m,1998,292.58,14,6
1512,Discus,1998,50.96,24,2
1194,Discus,1998,19.67,10,7
1947,1500m,1998,78.89,2,10
1209,High Jump,1998,40.67,27,1
1287,Shot Put,1998,12.02,12,6
1249,100m,1998,134.01,10,7
1025,Javelin,1998,34.4,4,9
1127,100m,1998,70.02,21,3
1456,1500m,1998,293.35,16,5
1406,200m,1998,99.42,13,6
1821,Shot Put,1998,35.0,22,3
1173,1500m,1998,36.43,18,4
1531,High Jump,1998,14.16,29,1
1045,High Jump,1998,26.8,15,5
1133,100m,1998,86.36,15,5
1405,1500m,1998,75.61,9,7
1909,Javelin,1998,5.72,25,2
1264,200m,1998,34.86,12,6
1189,Discus,1998,29.86,25,2
1680,Javelin,1998,17.08,2,10
1251,High Jump,1998,57.56,14,6
1088,Discus,1998,48.56,30,0
1945,Shot Put,1998,40.73,8,8
1104,Shot Put,1998,21.97,13,6
1345,100m,1998,155.61,29,1
1888,Discus,1998,56.33,22,3
1809,Javelin,1998,11.6,25,2
2017,Shot Put,1998,13.34,6,8
1061,800m,1998,244.45,5,9
1088,200m,1999,92.67,13,6
1868,100m,1999,57.24,19,4
1161,800m,1999,258.56,21,3
1892,800m,1999,206.53,9,7
1414,High Jump,1999,36.66,28,1
1303,100m,1999,147.49,5,9
1529,400m,1999,184.33,1,10
1655,800m,1999,83.19,26,2
1138,1500m,1999,216.69,23,3
1179,1500m,1999,132.9,13,6
1795,Long Jump,1999,32.94,7,8
1814,Shot Put,1999,22.2,17,5
1668,Javelin,1999,28.7,4,9
1566,100m,1999,158.34,22,3
1939,Long Jump,1999,39.96,20,4
1026,Javelin,1999,20.86,22,3
1860,200m,1999,149.7,11,7
1231,1500m,1999,195.77,28,1
1849,1500m,1999,85.73,23,3
1307,1500m,1999,64.62,17,5
1304,800m,1999,270.91,26,2
1206,Javelin,1999,29.18,11,7
1217,400m,1999,219.17,21,3
1207,Shot Put,1999,69.83,9,7
1586,High Jump,1999,29.22,24,2
1705,100m,1999,179.08,19,4
1842,800m,1999,109.52,23,3
1541,800m,1999,209.03,21,3
1785,Shot Put,1999,63.6,22,3
1995,Long Jump,1999,36.25,28,1
1969,400m,1999,253.79,29,1
1077,Discus,1999,13.91,4,9
1353,Shot Put,1999,10.26,9,7
1565,Discus,1999,53.76,6,8
1826,Long Jump,1999,46.33,8,8
1295,Long Jump,1999,16.8,28,1
1823,1500m,1999,131.94,29,1
1080,Long Jump,1999,26.96,19,4
1811,1500m,1999,144.49,4,9
1679,Shot Put,1999,5.18,21,3
1487,Javelin,1999,41.25,20,4
1101,200m,1999,146.94,7,8
1974,Discus,1999,9.71,22,3
1551,High Jump,1999,37.79,14,6
1763,100m,1999,262.55,5,9
1042,400m,1999,297.78,11,7
1692,High Jump,1999,69.12,29,1
1621,Shot Put,1999,11.31,28,1
1637,400m,1999,235.89,16,5
1575,Long Jump,1999,44.73,6,8
2007,Long Jump,1999,44.96,1,10
1202,Shot Put,1999,20.24,25,2
1467,400m,1999,177.12,6,8
1276,Shot Put,1999,55.29,25,2
1616,200m,1999,47.53,14,6
1908,High Jump,1999,29.13,16,5
1658,High Jump,1999,1.82,18,4
1552,800m,1999,221.89,1,10
1854,Long Jump,1999,53.34,17,5
1183,800m,1999,15.2,1,10
1385,800m,1999,75.62,29,1
1905,Long Jump,1999,22.88,4,9
1433,High Jump,1999,35.98,10,7
1834,400m,1999,28.93,2,10
1993,1500m,1999,285.05,15,5
1766,Discus,1999,42.35,11,7
1116,High Jump,1999,62.33,5,9
1326,Long Jump,1999,69.74,16,5
1135,Long Jump,1999,52.88,6,8
1638,High Jump,1999,2.81,8,8
2038,400m,1999,71.25,1,10
1827,Javelin,1999,36.07,4,9
1278,Long Jump,1999,50.21,26,2
1060,100m,1999,118.81,21,3
1356,1500m,1999,233.66,20,4
1395,100m,1999,182.24,2,10
1412,200m,1999,199.53,1,10
1119,100m,1999,210.03,14,6
1511,Shot Put,1999,27.55,18,4
1068,1500m,1999,147.57,5,9
1935,800m,1999,211.61,21,3
1104,100m,1999,97.32,22,3
1739,200m,1999,202.12,9,7
1408,Javelin,1999,42.99,5,9
1562,High Jump,1999,58.4,4,9
1755,Discus,1999,50.74,4,9
1951,1500m,1999,43.06,4,9
2035,Shot Put,1999,15.11,7,8
1813,1500m,1999,251.13,7,8
1254,Long Jump,1999,49.69,10,7
1063,400m,1999,21.43,16,5
1496,800m,1999,209.58,16,5
2002,Long Jump,1999,17.56,1,10
1914,200m,1999,273.0,27,1
1364,Javelin,1999,47.33,5,9
1972,200m,1999,236.06,3,9
1717,200m,1999,272.39,21,3
1706,800m,1999,142.46,10,7
1335,1500m,1999,144.64,4,9
1530,400m,1999,263.5,28,1
1596,Long Jump,2000,39.87,20,4
1738,Javelin,2000,33.91,22,3
1641,Long Jump,2000,50.54,4,9
1873,200m,2000,230.2,8,8
1238,100m,2000,108.99,27,1
1195,1500m,2000,168.83,12,6
1094,200m,2000,23.28,6,8
1020,Shot Put,2000,11.12,23,3
1284,High Jump,2000,8.83,20,4
1350,800m,2000,64.39,30,0
1674,High Jump,2000,16.27,27,1
1733,800m,2000,217.87,4,9
1897,High Jump,2000,4.69,21,3
1550,Javelin,2000,9.94,29,1
1191,Shot Put,2000,32.83,19,4
1764,Discus,2000,10.72,16,5
1702,100m,2000,163.81,2,10
1375,Discus,2000,65.57,27,1
1234,Javelin,2000,34.58,17,5
1821,400m,2000,210.63,6,8
1820,400m,2000,40.03,22,3
1935,Javelin,2000,43.02,11,7
1557,Discus,2000,61.88,14,6
1790,Javelin,2000,64.24,25,2
1980,800m,2000,89.34,11,7
1864,1500m,2000,141.33,5,9
1342,400m,2000,129.7,23,3
1232,Discus,2000,21.98,23,3
1272,Discus,2000,60.46,23,3
1121,Discus,2000,44.83,7,8
1327,800m,2000,191.01,10,7
1213,Long Jump,2000,64.6,5,9
1853,400m,2000,156.13,23,3
1989,Long Jump,2000,50.16,25,2
1898,Long Jump,2000,40.02,19,4
1372,Javelin,2000,66.07,23,3
1778,High Jump,2000,47.69,29,1
1735,Discus,2000,21.09,28,1
1060,High Jump,2000,56.87,17,5
1268,200m,2000,17.33,5,9
1990,100m,2000,204.37,7,8
2000,1500m,2000,227.55,6,8
1843,1500m,2000,208.18,5,9
1903,100m,2000,210.27,10,7
1095,800m,2000,228.54,2,10
1130,Long Jump,2000,57.26,4,9
1536,Javelin,2000,60.96,24,2
1644,Discus,2000,60.74,24,2
1026,Discus,2000,28.14,17,5
1459,1500m,2000,210.95,2,10
1693,High Jump,2000,28.05,26,2
1196,Long Jump,2000,67.66,2,10
1887,100m,2000,225.66,7,8
1510,Javelin,2000,61.02,28,1
1987,Shot Put,2000,58.35,30,0
1709,Long Jump,2000,53.22,18,4
1789,Javelin,2000,14.96,24,2
1305,800m,2000,95.31,6,8
1112,200m,2000,64.22,6,8
1024,Discus,2000,9.68,2,10
1322,High Jump,2000,20.62,9,7
2036,400m,2000,56.67,28,1
1962,1500m,2000,11.64,15,5
2016,400m,2000,21.58,30,0
1339,Long Jump,2000,42.39,25,2
1154,Javelin,2000,59.26,10,7
2007,Shot Put,2000,55.61,18,4
1657,Long Jump,2000,6.49,23,3
1494,Long Jump,2000,37.49,6,8
1678,Discus,2000,6.17,17,5
1570,400m,2000,130.62,18,4
1104,High Jump,2000,7.8,8,8
2039,800m,2000,202.37,11,7
1457,Long Jump,2000,21.61,25,2
1776,Javelin,2000,37.84,18,4
1826,100m,2000,43.27,12,6
1482,Shot Put,2000,17.96,21,3
1162,Javelin,2000,64.42,8,8
1941,100m,2000,207.94,11,7
1910,High Jump,2000,64.24,4,9
1918,High Jump,2000,19.08,24,2
1181,1500m,2000,17.16,17,5
2021,Long Jump,2000,36.73,17,5
1916,Shot Put,2000,34.85,10,7
1648,800m,2000,102.89,3,9
1244,200m,2000,58.54,25,2
2019,Discus,2000,38.02,21,3
1037,200m,2000,71.13,21,3
1211,800m,2000,260.84,14,6
1827,200m,2000,69.62,27,1
1845,High Jump,2000,45.79,3,9
1074,400m,2000,16.89,23,3
1001,Long Jump,2000,4.1,3,9
1187,100m,2000,61.62,9,7
1624,Discus,2000,6.33,27,1
2042,800m,2000,274.19,14,6
1424,High Jump,2000,32.4,13,6
1699,High Jump,2000,23.17,13,6
1745,200m,2000,165.1,21,3
1931,Javelin,2000,5.83,24,2
1094,400m,2001,116.09,8,8
1149,Javelin,2001,51.73,10,7
1733,400m,2001,144.76,17,5
2030,200m,2001,125.07,17,5
1218,100m,2001,202.18,28,1
1594,Javelin,2001,48.37,25,2
1618,Discus,2001,11.12,6,8
1178,400m,2001,174.24,19,4
1577,400m,2001,223.42,16,5
1897,Long Jump,2001,4.27,25,2
1782,Shot Put,2001,17.37,9,7
1810,Long Jump,2001,17.53,22,3
1064,800m,2001,160.19,26,2
1971,Long Jump,2001,28.08,30,0
1321,Shot Put,2001,61.89,2,10
1451,Long Jump,2001,8.57,17,5
1280,1500m,2001,252.11,9,7
1801,Javelin,2001,38.79,6,8
1605,High Jump,2001,46.28,12,6
1296,Javelin,2001,46.25,27,1
1611,200m,2001,159.83,13,6
1765,800m,2001,159.75,12,6
1023,Long Jump,2001,34.85,16,5
1290,Javelin,2001,1.95,29,1
1253,400m,2001,137.57,8,8
1086,200m,2001,159.22,9,7
1011,800m,2001,53.57,6,8
1808,Long Jump,2001,42.74,27,1
1175,200m,2001,201.72,14,6
1625,Long Jump,2001,50.84,16,5
1431,Shot Put,2001,34.31,19,4
1705,400m,2001,197.71,14,6
1434,100m,2001,80.66,5,9
1846,Javelin,2001,42.08,5,9
2050,Discus,2001,4.18,19,4
1292,400m,2001,26.21,9,7
1330,400m,2001,159.83,13,6
1377,Javelin,2001,67.89,21,3
1453,100m,2001,264.77,24,2
1518,1500m,2001,284.7,7,8
1398,Shot Put,2001,43.05,16,5
1235,Shot Put,2001,13.18,27,1
1372,High Jump,2001,42.66,26,2
1112,Javelin,2001,57.7,6,8
1945,Javelin,2001,46.69,9,7
1150,400m,2001,220.01,11,7
1596,Shot Put,2001,42.36,3,9
1138,800m,2001,119.68,5,9
1514,200m,2001,14.8,17,5
1202,Discus,2001,48.38,27,1
1405,400m,2001,185.6,6,8
1998,Shot Put,2001,63.26,20,4
1678,100m,2001,264.55,18,4
1732,Discus,2001,53.04,3,9
1263,Shot Put,2001,46.67,29,1
1481,Javelin,2001,38.44,1,10
1205,High Jump,2001,37.26,12,6
1584,100m,2001,212.32,14,6
1143,800m,2001,282.14,16,5
1397,High Jump,2001,25.51,26,2
1651,Javelin,2001,8.19,5,9
1996,1500m,2001,148.37,8,8
1923,200m,2001,92.15,29,1
1673,Discus,2001,29.49,7,8
1627,100m,2001,215.65,26,2
1313,100m,2001,177.62,4,9
1747,Discus,2001,1.99,21,3
1648,800m,2001,209.45,11,7
1878,High Jump,2001,26.32,5,9
1346,High Jump,2001,46.13,9,7
1010,1500m,2001,257.94,14,6
1642,Javelin,2001,26.55,9,7
1505,High Jump,2001,53.22,14,6
1454,Discus,2001,55.19,16,5
1894,400m,2001,117.36,18,4
1567,Shot Put,2001,18.88,10,7
1737,Javelin,2001,25.09,23,3
1276,High Jump,2001,51.9,28,1
1680,200m,2001,226.87,15,5
1983,400m,2001,39.08,17,5
1948,High Jump,2001,55.35,26,2
1913,Discus,2001,43.56,22,3
1735,100m,2001,56.61,21,3
1626,100m,2001,243.27,27,1
1223,400m,2001,146.78,20,4
1360,High Jump,2001,7.54,9,7
1168,800m,2001,117.54,20,4
1575,100m,2001,220.1,30,0
1287,High Jump,2001,43.56,17,5
1403,1500m,2001,216.37,20,4
1540,100m,2001,284.26,27,1
1157,400m,2001,195.68,15,5
1155,100m,2001,68.5,22,3
1039,Discus,2001,21.09,2,10
2039,Javelin,2001,36.47,23,3
1830,800m,2001,188.41,22,3
1436,100m,2001,114.32,21,3
1076,100m,2001,292.94,3,9
1534,1500m,2001,236.11,12,6
1967,High Jump,2001,29.27,7,8
1032,Javelin,2002,60.54,6,8
1141,Discus,2002,19.51,9,7
1185,Shot Put,2002,67.16,11,7
1583,Long Jump,2002,14.1,14,6
1713,800m,2002,131.54,25,2
1712,Long Jump,2002,26.51,13,6
1567,1500m,2002,140.71,19,4
1464,400m,2002,293.99,22,3
1399,800m,2002,246.12,24,2
1932,1500m,2002,243.19,18,4
1828,High Jump,2002,60.16,7,8
1010,400m,2002,242.01,24,2
1535,400m,2002,147.17,1,10
1359,400m,2002,132.24,5,9
1834,Discus,2002,38.08,11,7
2037,Shot Put,2002,22.05,18,4
1219,Javelin,2002,4.77,4,9
1149,400m,2002,27.41,27,1
2031,1500m,2002,148.2,21,3
1603,200m,2002,140.46,11,7
1697,1500m,2002,114.68,18,4
1240,Discus,2002,65.33,9,7
1528,Long Jump,2002,2.86,4,9
1513,Long Jump,2002,60.91,20,4
1907,800m,2002,177.29,21,3
1773,Discus,2002,13.46,25,2
1991,1500m,2002,112.98,22,3
1499,Discus,2002,34.89,24,2
1696,Shot Put,2002,62.44,13,6
1940,Javelin,2002,21.13,21,3
1944,400m,2002,261.79,21,3
1057,Long Jump,2002,30.39,20,4
1988,Javelin,2002,29.23,30,0
1239,200m,2002,32.94,11,7
1529,800m,2002,100.91,21,3
1139,1500m,2002,216.03,20,4
1784,High Jump,2002,20.08,15,5
1452,Long Jump,2002,52.73,17,5
1471,Shot Put,2002,29.86,6,8
1647,100m,2002,46.26,8,8
1845,1500m,2002,282.73,23,3
1724,200m,2002,71.07,13,6
1020,200m,2002,37.71,30,0
1540,Shot Put,2002,39.07,1,10
1509,High Jump,2002,37.39,3,9
1589,200m,2002,86.11,5,9
1191,200m,2002,199.9,29,1
1818,High Jump,2002,22.69,8,8
1701,1500m,2002,138.52,5,9
1156,400m,2002,162.76,6,8
1366,100m,2002,20.19,12,6
1976,Long Jump,2002,60.7,15,5
1643,Discus,2002,65.54,18,4
1725,Shot Put,2002,10.76,23,3
1448,Discus,2002,13.63,20,4
1552,Shot Put,2002,44.73,21,3
1375,Javelin,2002,31.3,21,3
1390,Discus,2002,22.71,12,6
2022,Shot Put,2002,38.47,26,2
1409,200m,2002,138.14,12,6
1481,High Jump,2002,19.3,10,7
1496,100m,2002,10.03,27,1
1544,400m,2002,109.73,16,5
1424,Discus,2002,2.07,30,0
1470,Shot Put,2002,66.37,16,5
1416,1500m,2002,12.65,14,6
1512,1500m,2002,183.13,26,2
1730,100m,2002,168.98,7,8
1320,High Jump,2002,61.93,14,6
1246,High Jump,2002,18.62,23,3
1161,High Jump,2002,58.25,8,8
2009,1500m,2002,32.97,21,3
1014,800m,2002,159.82,26,2
1087,Javelin,2002,56.82,22,3
1761,1500m,2002,92.56,24,2
1646,Discus,2002,56.9,14,6
1563,800m,2002,257.51,6,8
2006,400m,2002,93.98,21,3
2047,Shot Put,2002,43.81,9,7
1574,Javelin,2002,35.2,11,7
1815,100m,2002,54.12,18,4
1455,100m,2002,63.92,4,9
1263,1500m,2002,88.07,23,3
1111,Shot Put,2002,51.31,8,8
1867,200m,2002,53.7,16,5
1980,800m,2002,109.15,10,7
1067,Shot Put,2002,69.86,15,5
2030,100m,2002,105.77,27,1
1807,400m,2002,26.25,25,2
1358,High Jump,2002,6.39,16,5
1937,400m,2002,65.74,27,1
1247,1500m,2002,247.0,27,1
1943,100m,2002,45.37,25,2
1018,800m,2002,121.59,15,5
1025,800m,2002,223.91,2,10
1432,800m,2002,143.64,25,2
1778,200m,2002,161.13,7,8
1207,Shot Put,2002,28.15,10,7
1667,Long Jump,2002,12.36,24,2
1741,100m,2002,225.97,18,4
1251,Shot Put,2003,56.37,2,10
1519,Long Jump,2003,39.72,29,1
1986,High Jump,2003,57.81,26,2
1612,100m,2003,248.86,9,7
1407,Discus,2003,4.28,3,9
1739,1500m,2003,32.6,7,8
1107,Discus,2003,8.15,24,2
1447,800m,2003,164.18,7,8
1232,800m,2003,162.6,8,8
1484,Javelin,2003,44.33,6,8
1890,Discus,2003,52.82,14,6
1665,200m,2003,232.22,19,4
1031,Long Jump,2003,47.7,23,3
1343,High Jump,2003,61.97,6,8
1566,400m,2003,169.49,17,5
1246,Long Jump,2003,46.54,18,4
1811,Javelin,2003,31.85,12,6
1498,Long Jump,2003,39.18,11,7
1019,Long Jump,2003,29.75,21,3
1087,High Jump,2003,58.09,11,7
1974,Javelin,2003,17.99,18,4
1318,800m,2003,118.77,18,4
1761,1500m,2003,114.4,15,5
1184,Shot Put,2003,67.25,1,10
1510,100m,2003,295.06,20,4
1323,100m,2003,160.11,29,1
2024,1500m,2003,11.9,8,8
1188,800m,2003,258.16,1,10
1694,1500m,2003,276.54,17,5
1123,Discus,2003,40.59,19,4
1729,400m,2003,37.34,15,5
1316,Long Jump,2003,12.19,9,7
1220,Long Jump,2003,62.44,8,8
1258,800m,2003,84.31,10,7
2000,200m,2003,175.44,19,4
1477,800m,2003,222.94,24,2
1649,Long Jump,2003,55.81,6,8
1712,Shot Put,2003,58.06,23,3
1899,Javelin,2003,57.64,4,9
1396,Javelin,2003,45.49,2,10
1044,Javelin,2003,27.64,25,2
1774,100m,2003,277.34,11,7
1734,Long Jump,2003,61.77,14,6
1276,High Jump,2003,65.22,4,9
1514,800m,2003,226.83,28,1
1081,Javelin,2003,65.11,21,3
1994,High Jump,2003,5.21,17,5
1897,100m,2003,102.6,19,4
1604,400m,2003,104.78,23,3
2004,800m,2003,54.43,22,3
1389,High Jump,2003,68.02,25,2
1383,Javelin,2003,40.9,3,9
1713,800m,2003,135.26,26,2
1663,High Jump,2003,11.64,11,7
1960,200m,2003,148.0,24,2
1564,100m,2003,168.96,9,7
1329,200m,2003,125.57,14,6
1142,400m,2003,230.99,16,5
1921,Discus,2003,15.07,13,6
1606,Javelin,2003,14.93,20,4
1540,Discus,2003,18.37,3,9
1752,1500m,2003,235.26,11,7
1930,Javelin,2003,7.64,22,3
1002,High Jump,2003,30.51,12,6
2037,800m,2003,103.01,20,4
1777,100m,2003,233.21,6,8
1380,Long Jump,2003,43.71,26,2
1039,Shot Put,2003,44.19,15,5
1746,100m,2003,278.02,8,8
1490,800m,2003,208.75,5,9
1657,200m,2003,42.59,2,10
1130,800m,2003,285.19,30,0
1794,400m,2003,261.94,27,1
2019,1500m,2003,13.98,23,3
1580,200m,2003,98.48,16,5
1661,100m,2003,106.24,24,2
1840,Discus,2003,16.01,18,4
1660,Discus,2003,52.9,18,4
1227,Shot Put,2003,44.18,5,9
1198,100m,2003,119.22,29,1
1137,Discus,2003,4.48,6,8
1090,100m,2003,92.36,26,2
1266,Javelin,2003,20.08,15,5
1366,100m,2003,29.31,22,3
1065,1500m,2003,202.26,30,0
1414,Long Jump,2003,60.7,1,10
1995,1500m,2003,261.55,21,3
1393,High Jump,2003,17.34,13,6
1203,Discus,2003,68.4,4,9
1066,Long Jump,2003,34.7,20,4
1796,Discus,2003,7.53,7,8
1525,Discus,2003,67.73,18,4
1101,100m,2003,21.53,30,0
1751,Discus,2003,22.39,16,5
1453,High Jump,2003,52.49,1,10
1146,Long Jump,2003,48.38,12,6
1027,1500m,2003,78.5,17,5
1428,1500m,2003,245.45,21,3
2007,1500m,2003,264.82,29,1
1164,100m,2003,283.8,9,7
1462,Discus,2004,63.4,15,5
1311,Shot Put,2004,7.7,17,5
1700,200m,2004,62.13,19,4
1805,Discus,2004,10.77,14,6
1282,Long Jump,2004,32.39,6,8
1180,Shot Put,2004,41.94,23,3
1783,800m,2004,265.94,3,9
1466,1500m,2004,103.98,21,3
1855,400m,2004,218.33,4,9
1493,200m,2004,43.11,15,5
1313,Long Jump,2004,7.34,23,3
1874,High Jump,2004,51.29,17,5
1640,Javelin,2004,66.56,13,6
1675,Discus,2004,27.57,25,2
1920,400m,2004,274.55,19,4
1270,400m,2004,57.02,5,9
1424,400m,2004,233.06,2,10
1284,High Jump,2004,22.6,24,2
1415,Shot Put,2004,21.28,6,8
1283,200m,2004,270.58,7,8
1633,100m,2004,190.54,9,7
1277,100m,2004,143.01,28,1
1881,Shot Put,2004,38.73,1,10
1298,Javelin,2004,61.97,8,8
1324,800m,2004,180.77,16,5
1651,Shot Put,2004,29.6,3,9
1139,Javelin,2004,42.61,8,8
1243,Discus,2004,20.55,21,3
1378,Discus,2004,57.68,7,8
1299,100m,2004,63.6,2,10
1061,Long Jump,2004,4.02,28,1
1653,100m,2004,203.43,27,1
1848,Javelin,2004,21.94,30,0
1843,200m,2004,24.22,14,6
1622,400m,2004,56.79,10,7
1908,Javelin,2004,46.77,23,3
1561,Javelin,2004,40.7,18,4
1312,400m,2004,290.23,24,2
1385,Javelin,2004,26.17,2,10
1219,200m,2004,232.87,11,7
1379,Long Jump,2004,62.98,27,1
1054,200m,2004,229.95,27,1
1547,Discus,2004,5.95,16,5
1473,400m,2004,45.39,28,1
1476,1500m,2004,105.47,14,6
1736,Discus,2004,15.87,7,8
1163,Javelin,2004,5.49,19,4
1977,Discus,2004,69.12,16,5
1275,Javelin,2004,65.47,23,3
2029,1500m,2004,133.85,28,1
1961,Long Jump,2004,19.29,19,4
1766,Javelin,2004,25.74,5,9
1377,Javelin,2004,40.04,17,5
1794,Shot Put,2004,35.24,6,8
2007,Javelin,2004,17.44,10,7
1971,800m,2004,10.46,1,10
1336,Shot Put,2004,44.34,4,9
1396,800m,2004,241.87,14,6
1464,High Jump,2004,4.62,12,6
1067,Discus,2004,56.71,7,8
1837,100m,2004,195.78,23,3
1031,1500m,2004,83.78,3,9
1553,1500m,2004,97.08,18,4
1846,Long Jump,2004,54.04,4,9
1456,Long Jump,2004,24.88,24,2
1416,Javelin,2004,43.7,1,10
1419,400m,2004,66.26,27,1
1136,Long Jump,2004,64.68,16,5
1363,Shot Put,2004,56.11,21,3
1900,400m,2004,149.63,21,3
2004,Shot Put,2004,62.61,18,4
1666,Long Jump,2004,33.18,27,1
1938,High Jump,2004,65.05,2,10
1506,Discus,2004,22.01,24,2
1876,Long Jump,2004,39.53,1,10
1830,800m,2004,177.45,11,7
1086,Long Jump,2004,6.04,5,9
1780,1500m,2004,253.81,11,7
1641,High Jump,2004,44.42,27,1
1808,400m,2004,175.58,13,6
1079,400m,2004,182.61,28,1
1224,1500m,2004,214.53,11,7
1925,100m,2004,88.73,3,9
1936,Shot Put,2004,61.58,12,6
1087,Shot Put,2004,58.32,10,7
1504,800m,2004,162.28,6,8
1811,200m,2004,118.52,2,10
1081,800m,2004,274.87,15,5
1101,Discus,2004,3.21,16,5
1389,Discus,2004,12.05,11,7
1597,Shot Put,2004,51.67,17,5
1901,1500m,2004,234.9,5,9
1816,200m,2004,248.42,17,5
1624,400m,2004,69.5,2,10
1586,Shot Put,2004,28.05,28,1
1945,Discus,2004,9.43,10,7
1341,100m,2004,209.25,20,4
1866,200m,2004,106.65,29,1
1603,100m,2004,39.9,25,2
1112,1500m,2004,16.52,25,2
1640,400m,2005,99.33,13,6
1430,200m,2005,183.5,22,3
1658,Javelin,2005,54.34,13,6
1411,Long Jump,2005,35.36,22,3
1395,100m,2005,36.25,27,1
1587,400m,2005,267.31,29,1
1567,100m,2005,229.55,22,3
1654,400m,2005,141.36,10,7
1904,High Jump,2005,43.67,15,5
1241,800m,2005,69.64,29,1
1559,Long Jump,2005,22.03,26,2
1306,1500m,2005,276.37,30,0
1323,High Jump,2005,50.67,30,0
1561,Long Jump,2005,69.33,19,4
1235,100m,2005,187.33,17,5
1032,High Jump,2005,59.56,28,1
1210,1500m,2005,28.1,29,1
1424,Discus,2005,67.8,1,10
1718,Discus,2005,57.72,12,6
1653,200m,2005,259.76,28,1
1556,100m,2005,78.22,23,3
1290,Javelin,2005,28.51,11,7
1581,High Jump,2005,29.31,14,6
1502,Discus,2005,15.97,6,8
1351,Shot Put,2005,11.03,18,4
1146,High Jump,2005,59.27,12,6
1638,High Jump,2005,12.07,28,1
1694,400m,2005,48.94,3,9
1909,100m,2005,51.76,29,1
